Position (19 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (15 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (10 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (5m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (0 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)
1	14	0.6	1000000	4000000	-0.0428		2	14	0.6	1000000	4000000	-0.0410		3	14	0.6	1000000	4000000	-0.0395		4	14	0.6	1000000	4000000	-0.0382		5	14	0.6	1000000	4000000	-0.0365
1	15	0.6	1000000	4000000	-0.0434		2	15	0.6	1000000	4000000	-0.0416		3	15	0.6	1000000	4000000	-0.0401		4	15	0.6	1000000	4000000	-0.0389		5	15	0.6	1000000	4000000	-0.0373
1	1	0.6	200000	6000000	-0.0335		2	1	0.6	200000	6000000	-0.0308		3	1	0.6	200000	6000000	-0.0283		4	1	0.6	200000	6000000	-0.0263		5	1	0.6	200000	6000000	-0.0243
1	2	0.6	200000	6000000	-0.0375		2	2	0.6	200000	6000000	-0.0353		3	2	0.6	200000	6000000	-0.0332		4	2	0.6	200000	6000000	-0.0315		5	2	0.6	200000	6000000	-0.0296
1	3	0.6	200000	6000000	-0.0400		2	3	0.6	200000	6000000	-0.0380		3	3	0.6	200000	6000000	-0.0362		4	3	0.6	200000	6000000	-0.0347		5	3	0.6	200000	6000000	-0.0330
1	4	0.6	200000	6000000	-0.0416		2	4	0.6	200000	6000000	-0.0398		3	4	0.6	200000	6000000	-0.0382		4	4	0.6	200000	6000000	-0.0369		5	4	0.6	200000	6000000	-0.0353
1	5	0.6	200000	6000000	-0.0427		2	5	0.6	200000	6000000	-0.0411		3	5	0.6	200000	6000000	-0.0396		4	5	0.6	200000	6000000	-0.0385		5	5	0.6	200000	6000000	-0.0370
1	6	0.6	200000	6000000	-0.0436		2	6	0.6	200000	6000000	-0.0420		3	6	0.6	200000	6000000	-0.0407		4	6	0.6	200000	6000000	-0.0397		5	6	0.6	200000	6000000	-0.0382
1	7	0.6	200000	6000000	-0.0443		2	7	0.6	200000	6000000	-0.0428		3	7	0.6	200000	6000000	-0.0415		4	7	0.6	200000	6000000	-0.0406		5	7	0.6	200000	6000000	-0.0392
1	8	0.6	200000	6000000	-0.0449		2	8	0.6	200000	6000000	-0.0434		3	8	0.6	200000	6000000	-0.0422		4	8	0.6	200000	6000000	-0.0414		5	8	0.6	200000	6000000	-0.0400
1	9	0.6	200000	6000000	-0.0454		2	9	0.6	200000	6000000	-0.0439		3	9	0.6	200000	6000000	-0.0427		4	9	0.6	200000	6000000	-0.0420		5	9	0.6	200000	6000000	-0.0407
1	10	0.6	200000	6000000	-0.0458		2	10	0.6	200000	6000000	-0.0443		3	10	0.6	200000	6000000	-0.0431		4	10	0.6	200000	6000000	-0.0425		5	10	0.6	200000	6000000	-0.0412
1	11	0.6	200000	6000000	-0.0461		2	11	0.6	200000	6000000	-0.0446		3	11	0.6	200000	6000000	-0.0435		4	11	0.6	200000	6000000	-0.0429		5	11	0.6	200000	6000000	-0.0417
1	12	0.6	200000	6000000	-0.0464		2	12	0.6	200000	6000000	-0.0449		3	12	0.6	200000	6000000	-0.0438		4	12	0.6	200000	6000000	-0.0433		5	12	0.6	200000	6000000	-0.0421
1	13	0.6	200000	6000000	-0.0467		2	13	0.6	200000	6000000	-0.0452		3	13	0.6	200000	6000000	-0.0441		4	13	0.6	200000	6000000	-0.0436		5	13	0.6	200000	6000000	-0.0425
1	14	0.6	200000	6000000	-0.0470		2	14	0.6	200000	6000000	-0.0455		3	14	0.6	200000	6000000	-0.0444		4	14	0.6	200000	6000000	-0.0439		5	14	0.6	200000	6000000	-0.0428
1	15	0.6	200000	6000000	-0.0472		2	15	0.6	200000	6000000	-0.0457		3	15	0.6	200000	6000000	-0.0447		4	15	0.6	200000	6000000	-0.0442		5	15	0.6	200000	6000000	-0.0431
1	1	0.6	400000	6000000	-0.0305		2	1	0.6	400000	6000000	-0.0276		3	1	0.6	400000	6000000	-0.0248		4	1	0.6	400000	6000000	-0.0227		5	1	0.6	400000	6000000	-0.0206
1	2	0.6	400000	6000000	-0.0337		2	2	0.6	400000	6000000	-0.0311		3	2	0.6	400000	6000000	-0.0286		4	2	0.6	400000	6000000	-0.0266		5	2	0.6	400000	6000000	-0.0246
1	3	0.6	400000	6000000	-0.0361		2	3	0.6	400000	6000000	-0.0337		3	3	0.6	400000	6000000	-0.0314		4	3	0.6	400000	6000000	-0.0296		5	3	0.6	400000	6000000	-0.0277
1	4	0.6	400000	6000000	-0.0379		2	4	0.6	400000	6000000	-0.0357		3	4	0.6	400000	6000000	-0.0337		4	4	0.6	400000	6000000	-0.0320		5	4	0.6	400000	6000000	-0.0302
1	5	0.6	400000	6000000	-0.0394		2	5	0.6	400000	6000000	-0.0373		3	5	0.6	400000	6000000	-0.0354		4	5	0.6	400000	6000000	-0.0339		5	5	0.6	400000	6000000	-0.0321
1	6	0.6	400000	6000000	-0.0405		2	6	0.6	400000	6000000	-0.0386		3	6	0.6	400000	6000000	-0.0368		4	6	0.6	400000	6000000	-0.0354		5	6	0.6	400000	6000000	-0.0337
1	7	0.6	400000	6000000	-0.0415		2	7	0.6	400000	6000000	-0.0396		3	7	0.6	400000	6000000	-0.0380		4	7	0.6	400000	6000000	-0.0367		5	7	0.6	400000	6000000	-0.0350
1	8	0.6	400000	6000000	-0.0423		2	8	0.6	400000	6000000	-0.0405		3	8	0.6	400000	6000000	-0.0390		4	8	0.6	400000	6000000	-0.0378		5	8	0.6	400000	6000000	-0.0362
1	9	0.6	400000	6000000	-0.0430		2	9	0.6	400000	6000000	-0.0413		3	9	0.6	400000	6000000	-0.0398		4	9	0.6	400000	6000000	-0.0387		5	9	0.6	400000	6000000	-0.0371
1	10	0.6	400000	6000000	-0.0436		2	10	0.6	400000	6000000	-0.0419		3	10	0.6	400000	6000000	-0.0406		4	10	0.6	400000	6000000	-0.0395		5	10	0.6	400000	6000000	-0.0380
1	11	0.6	400000	6000000	-0.0441		2	11	0.6	400000	6000000	-0.0425		3	11	0.6	400000	6000000	-0.0412		4	11	0.6	400000	6000000	-0.0402		5	11	0.6	400000	6000000	-0.0387
1	12	0.6	400000	6000000	-0.0446		2	12	0.6	400000	6000000	-0.0430		3	12	0.6	400000	6000000	-0.0418		4	12	0.6	400000	6000000	-0.0408		5	12	0.6	400000	6000000	-0.0394
1	13	0.6	400000	6000000	-0.0450		2	13	0.6	400000	6000000	-0.0435		3	13	0.6	400000	6000000	-0.0423		4	13	0.6	400000	6000000	-0.0414		5	13	0.6	400000	6000000	-0.0400
1	14	0.6	400000	6000000	-0.0454		2	14	0.6	400000	6000000	-0.0439		3	14	0.6	400000	6000000	-0.0427		4	14	0.6	400000	6000000	-0.0419		5	14	0.6	400000	6000000	-0.0405
1	15	0.6	400000	6000000	-0.0457		2	15	0.6	400000	6000000	-0.0443		3	15	0.6	400000	6000000	-0.0431		4	15	0.6	400000	6000000	-0.0424		5	15	0.6	400000	6000000	-0.0410
1	1	0.6	600000	6000000	-0.0293		2	1	0.6	600000	6000000	-0.0263		3	1	0.6	600000	6000000	-0.0234		4	1	0.6	600000	6000000	-0.0212		5	1	0.6	600000	6000000	-0.0191
1	2	0.6	600000	6000000	-0.0319		2	2	0.6	600000	6000000	-0.0291		3	2	0.6	600000	6000000	-0.0264		4	2	0.6	600000	6000000	-0.0243		5	2	0.6	600000	6000000	-0.0223
1	3	0.6	600000	6000000	-0.0340		2	3	0.6	600000	6000000	-0.0313		3	3	0.6	600000	6000000	-0.0289		4	3	0.6	600000	6000000	-0.0269		5	3	0.6	600000	6000000	-0.0249
1	4	0.6	600000	6000000	-0.0357		2	4	0.6	600000	6000000	-0.0332		3	4	0.6	600000	6000000	-0.0309		4	4	0.6	600000	6000000	-0.0291		5	4	0.6	600000	6000000	-0.0272
1	5	0.6	600000	6000000	-0.0371		2	5	0.6	600000	6000000	-0.0348		3	5	0.6	600000	6000000	-0.0327		4	5	0.6	600000	6000000	-0.0309		5	5	0.6	600000	6000000	-0.0291
1	6	0.6	600000	6000000	-0.0383		2	6	0.6	600000	6000000	-0.0361		3	6	0.6	600000	6000000	-0.0341		4	6	0.6	600000	6000000	-0.0325		5	6	0.6	600000	6000000	-0.0307
1	7	0.6	600000	6000000	-0.0394		2	7	0.6	600000	6000000	-0.0373		3	7	0.6	600000	6000000	-0.0354		4	7	0.6	600000	6000000	-0.0338		5	7	0.6	600000	6000000	-0.0321
1	8	0.6	600000	6000000	-0.0403		2	8	0.6	600000	6000000	-0.0383		3	8	0.6	600000	6000000	-0.0365		4	8	0.6	600000	6000000	-0.0350		5	8	0.6	600000	6000000	-0.0333
1	9	0.6	600000	6000000	-0.0410		2	9	0.6	600000	6000000	-0.0392		3	9	0.6	600000	6000000	-0.0375		4	9	0.6	600000	6000000	-0.0361		5	9	0.6	600000	6000000	-0.0344
1	10	0.6	600000	6000000	-0.0417		2	10	0.6	600000	6000000	-0.0399		3	10	0.6	600000	6000000	-0.0383		4	10	0.6	600000	6000000	-0.0370		5	10	0.6	600000	6000000	-0.0354
1	11	0.6	600000	6000000	-0.0424		2	11	0.6	600000	6000000	-0.0406		3	11	0.6	600000	6000000	-0.0391		4	11	0.6	600000	6000000	-0.0378		5	11	0.6	600000	6000000	-0.0362
1	12	0.6	600000	6000000	-0.0429		2	12	0.6	600000	6000000	-0.0412		3	12	0.6	600000	6000000	-0.0398		4	12	0.6	600000	6000000	-0.0386		5	12	0.6	600000	6000000	-0.0370
1	13	0.6	600000	6000000	-0.0434		2	13	0.6	600000	6000000	-0.0418		3	13	0.6	600000	6000000	-0.0404		4	13	0.6	600000	6000000	-0.0393		5	13	0.6	600000	6000000	-0.0377
1	14	0.6	600000	6000000	-0.0439		2	14	0.6	600000	6000000	-0.0423		3	14	0.6	600000	6000000	-0.0409		4	14	0.6	600000	6000000	-0.0399		5	14	0.6	600000	6000000	-0.0384
1	15	0.6	600000	6000000	-0.0443		2	15	0.6	600000	6000000	-0.0428		3	15	0.6	600000	6000000	-0.0415		4	15	0.6	600000	6000000	-0.0405		5	15	0.6	600000	6000000	-0.0390
1	1	0.6	800000	6000000	-0.0286		2	1	0.6	800000	6000000	-0.0256		3	1	0.6	800000	6000000	-0.0227		4	1	0.6	800000	6000000	-0.0204		5	1	0.6	800000	6000000	-0.0183
1	2	0.6	800000	6000000	-0.0308		2	2	0.6	800000	6000000	-0.0279		3	2	0.6	800000	6000000	-0.0252		4	2	0.6	800000	6000000	-0.0230		5	2	0.6	800000	6000000	-0.0209
1	3	0.6	800000	6000000	-0.0326		2	3	0.6	800000	6000000	-0.0299		3	3	0.6	800000	6000000	-0.0273		4	3	0.6	800000	6000000	-0.0252		5	3	0.6	800000	6000000	-0.0232
1	4	0.6	800000	6000000	-0.0342		2	4	0.6	800000	6000000	-0.0316		3	4	0.6	800000	6000000	-0.0292		4	4	0.6	800000	6000000	-0.0272		5	4	0.6	800000	6000000	-0.0252
1	5	0.6	800000	6000000	-0.0356		2	5	0.6	800000	6000000	-0.0331		3	5	0.6	800000	6000000	-0.0308		4	5	0.6	800000	6000000	-0.0289		5	5	0.6	800000	6000000	-0.0270
1	6	0.6	800000	6000000	-0.0368		2	6	0.6	800000	6000000	-0.0344		3	6	0.6	800000	6000000	-0.0322		4	6	0.6	800000	6000000	-0.0304		5	6	0.6	800000	6000000	-0.0286
1	7	0.6	800000	6000000	-0.0378		2	7	0.6	800000	6000000	-0.0356		3	7	0.6	800000	6000000	-0.0335		4	7	0.6	800000	6000000	-0.0318		5	7	0.6	800000	6000000	-0.0299
1	8	0.6	800000	6000000	-0.0387		2	8	0.6	800000	6000000	-0.0366		3	8	0.6	800000	6000000	-0.0346		4	8	0.6	800000	6000000	-0.0330		5	8	0.6	800000	6000000	-0.0312
1	9	0.6	800000	6000000	-0.0396		2	9	0.6	800000	6000000	-0.0375		3	9	0.6	800000	6000000	-0.0356		4	9	0.6	800000	6000000	-0.0341		5	9	0.6	800000	6000000	-0.0323
1	10	0.6	800000	6000000	-0.0403		2	10	0.6	800000	6000000	-0.0383		3	10	0.6	800000	6000000	-0.0365		4	10	0.6	800000	6000000	-0.0350		5	10	0.6	800000	6000000	-0.0333
1	11	0.6	800000	6000000	-0.0410		2	11	0.6	800000	6000000	-0.0391		3	11	0.6	800000	6000000	-0.0373		4	11	0.6	800000	6000000	-0.0359		5	11	0.6	800000	6000000	-0.0342
1	12	0.6	800000	6000000	-0.0416		2	12	0.6	800000	6000000	-0.0397		3	12	0.6	800000	6000000	-0.0381		4	12	0.6	800000	6000000	-0.0367		5	12	0.6	800000	6000000	-0.0351
1	13	0.6	800000	6000000	-0.0421		2	13	0.6	800000	6000000	-0.0403		3	13	0.6	800000	6000000	-0.0388		4	13	0.6	800000	6000000	-0.0375		5	13	0.6	800000	6000000	-0.0358
1	14	0.6	800000	6000000	-0.0427		2	14	0.6	800000	6000000	-0.0409		3	14	0.6	800000	6000000	-0.0394		4	14	0.6	800000	6000000	-0.0381		5	14	0.6	800000	6000000	-0.0365
1	15	0.6	800000	6000000	-0.0431		2	15	0.6	800000	6000000	-0.0414		3	15	0.6	800000	6000000	-0.0400		4	15	0.6	800000	6000000	-0.0388		5	15	0.6	800000	6000000	-0.0372
1	1	0.6	1000000	6000000	-0.0282		2	1	0.6	1000000	6000000	-0.0251		3	1	0.6	1000000	6000000	-0.0222		4	1	0.6	1000000	6000000	-0.0199		5	1	0.6	1000000	6000000	-0.0177
1	2	0.6	1000000	6000000	-0.0301		2	2	0.6	1000000	6000000	-0.0271		3	2	0.6	1000000	6000000	-0.0243		4	2	0.6	1000000	6000000	-0.0221		5	2	0.6	1000000	6000000	-0.0200
1	3	0.6	1000000	6000000	-0.0317		2	3	0.6	1000000	6000000	-0.0289		3	3	0.6	1000000	6000000	-0.0262		4	3	0.6	1000000	6000000	-0.0241		5	3	0.6	1000000	6000000	-0.0221
1	4	0.6	1000000	6000000	-0.0332		2	4	0.6	1000000	6000000	-0.0305		3	4	0.6	1000000	6000000	-0.0279		4	4	0.6	1000000	6000000	-0.0259		5	4	0.6	1000000	6000000	-0.0239
1	5	0.6	1000000	6000000	-0.0344		2	5	0.6	1000000	6000000	-0.0319		3	5	0.6	1000000	6000000	-0.0294		4	5	0.6	1000000	6000000	-0.0275		5	5	0.6	1000000	6000000	-0.0255
1	6	0.6	1000000	6000000	-0.0356		2	6	0.6	1000000	6000000	-0.0331		3	6	0.6	1000000	6000000	-0.0308		4	6	0.6	1000000	6000000	-0.0289		5	6	0.6	1000000	6000000	-0.0270
1	7	0.6	1000000	6000000	-0.0366		2	7	0.6	1000000	6000000	-0.0342		3	7	0.6	1000000	6000000	-0.0320		4	7	0.6	1000000	6000000	-0.0302		5	7	0.6	1000000	6000000	-0.0283
1	8	0.6	1000000	6000000	-0.0375		2	8	0.6	1000000	6000000	-0.0352		3	8	0.6	1000000	6000000	-0.0331		4	8	0.6	1000000	6000000	-0.0314		5	8	0.6	1000000	6000000	-0.0296
1	9	0.6	1000000	6000000	-0.0384		2	9	0.6	1000000	6000000	-0.0362		3	9	0.6	1000000	6000000	-0.0341		4	9	0.6	1000000	6000000	-0.0325		5	9	0.6	1000000	6000000	-0.0307
1	10	0.6	1000000	6000000	-0.0391		2	10	0.6	1000000	6000000	-0.0370		3	10	0.6	1000000	6000000	-0.0351		4	10	0.6	1000000	6000000	-0.0335		5	10	0.6	1000000	6000000	-0.0317
1	11	0.6	1000000	6000000	-0.0398		2	11	0.6	1000000	6000000	-0.0378		3	11	0.6	1000000	6000000	-0.0359		4	11	0.6	1000000	6000000	-0.0344		5	11	0.6	1000000	6000000	-0.0326
1	12	0.6	1000000	6000000	-0.0405		2	12	0.6	1000000	6000000	-0.0385		3	12	0.6	1000000	6000000	-0.0367		4	12	0.6	1000000	6000000	-0.0352		5	12	0.6	1000000	6000000	-0.0335
1	13	0.6	1000000	6000000	-0.0410		2	13	0.6	1000000	6000000	-0.0391		3	13	0.6	1000000	6000000	-0.0374		4	13	0.6	1000000	6000000	-0.0360		5	13	0.6	1000000	6000000	-0.0343
1	14	0.6	1000000	6000000	-0.0416		2	14	0.6	1000000	6000000	-0.0397		3	14	0.6	1000000	6000000	-0.0381		4	14	0.6	1000000	6000000	-0.0367		5	14	0.6	1000000	6000000	-0.0350
1	15	0.6	1000000	6000000	-0.0421		2	15	0.6	1000000	6000000	-0.0403		3	15	0.6	1000000	6000000	-0.0387		4	15	0.6	1000000	6000000	-0.0374		5	15	0.6	1000000	6000000	-0.0357
1	1	0.6	200000	8000000	-0.0334		2	1	0.6	200000	8000000	-0.0307		3	1	0.6	200000	8000000	-0.0282		4	1	0.6	200000	8000000	-0.0262		5	1	0.6	200000	8000000	-0.0243
1	2	0.6	200000	8000000	-0.0374		2	2	0.6	200000	8000000	-0.0351		3	2	0.6	200000	8000000	-0.0331		4	2	0.6	200000	8000000	-0.0314		5	2	0.6	200000	8000000	-0.0295
1	3	0.6	200000	8000000	-0.0398		2	3	0.6	200000	8000000	-0.0378		3	3	0.6	200000	8000000	-0.0360		4	3	0.6	200000	8000000	-0.0346		5	3	0.6	200000	8000000	-0.0328
1	4	0.6	200000	8000000	-0.0414		2	4	0.6	200000	8000000	-0.0396		3	4	0.6	200000	8000000	-0.0380		4	4	0.6	200000	8000000	-0.0367		5	4	0.6	200000	8000000	-0.0351
1	5	0.6	200000	8000000	-0.0425		2	5	0.6	200000	8000000	-0.0408		3	5	0.6	200000	8000000	-0.0394		4	5	0.6	200000	8000000	-0.0383		5	5	0.6	200000	8000000	-0.0367
1	6	0.6	200000	8000000	-0.0434		2	6	0.6	200000	8000000	-0.0418		3	6	0.6	200000	8000000	-0.0404		4	6	0.6	200000	8000000	-0.0394		5	6	0.6	200000	8000000	-0.0379
1	7	0.6	200000	8000000	-0.0440		2	7	0.6	200000	8000000	-0.0425		3	7	0.6	200000	8000000	-0.0412		4	7	0.6	200000	8000000	-0.0403		5	7	0.6	200000	8000000	-0.0389
1	8	0.6	200000	8000000	-0.0446		2	8	0.6	200000	8000000	-0.0430		3	8	0.6	200000	8000000	-0.0418		4	8	0.6	200000	8000000	-0.0410		5	8	0.6	200000	8000000	-0.0396
1	9	0.6	200000	8000000	-0.0450		2	9	0.6	200000	8000000	-0.0435		3	9	0.6	200000	8000000	-0.0423		4	9	0.6	200000	8000000	-0.0416		5	9	0.6	200000	8000000	-0.0403
1	10	0.6	200000	8000000	-0.0454		2	10	0.6	200000	8000000	-0.0439		3	10	0.6	200000	8000000	-0.0427		4	10	0.6	200000	8000000	-0.0420		5	10	0.6	200000	8000000	-0.0408
1	11	0.6	200000	8000000	-0.0457		2	11	0.6	200000	8000000	-0.0442		3	11	0.6	200000	8000000	-0.0431		4	11	0.6	200000	8000000	-0.0424		5	11	0.6	200000	8000000	-0.0412
1	12	0.6	200000	8000000	-0.0460		2	12	0.6	200000	8000000	-0.0445		3	12	0.6	200000	8000000	-0.0434		4	12	0.6	200000	8000000	-0.0428		5	12	0.6	200000	8000000	-0.0416
1	13	0.6	200000	8000000	-0.0463		2	13	0.6	200000	8000000	-0.0447		3	13	0.6	200000	8000000	-0.0436		4	13	0.6	200000	8000000	-0.0431		5	13	0.6	200000	8000000	-0.0419
1	14	0.6	200000	8000000	-0.0465		2	14	0.6	200000	8000000	-0.0450		3	14	0.6	200000	8000000	-0.0439		4	14	0.6	200000	8000000	-0.0434		5	14	0.6	200000	8000000	-0.0422
1	15	0.6	200000	8000000	-0.0467		2	15	0.6	200000	8000000	-0.0452		3	15	0.6	200000	8000000	-0.0441		4	15	0.6	200000	8000000	-0.0436		5	15	0.6	200000	8000000	-0.0425
1	1	0.6	400000	8000000	-0.0304		2	1	0.6	400000	8000000	-0.0275		3	1	0.6	400000	8000000	-0.0248		4	1	0.6	400000	8000000	-0.0226		5	1	0.6	400000	8000000	-0.0205
1	2	0.6	400000	8000000	-0.0336		2	2	0.6	400000	8000000	-0.0309		3	2	0.6	400000	8000000	-0.0285		4	2	0.6	400000	8000000	-0.0265		5	2	0.6	400000	8000000	-0.0245
1	3	0.6	400000	8000000	-0.0359		2	3	0.6	400000	8000000	-0.0335		3	3	0.6	400000	8000000	-0.0313		4	3	0.6	400000	8000000	-0.0294		5	3	0.6	400000	8000000	-0.0275
1	4	0.6	400000	8000000	-0.0377		2	4	0.6	400000	8000000	-0.0355		3	4	0.6	400000	8000000	-0.0334		4	4	0.6	400000	8000000	-0.0317		5	4	0.6	400000	8000000	-0.0299
1	5	0.6	400000	8000000	-0.0391		2	5	0.6	400000	8000000	-0.0370		3	5	0.6	400000	8000000	-0.0351		4	5	0.6	400000	8000000	-0.0336		5	5	0.6	400000	8000000	-0.0318
1	6	0.6	400000	8000000	-0.0402		2	6	0.6	400000	8000000	-0.0383		3	6	0.6	400000	8000000	-0.0365		4	6	0.6	400000	8000000	-0.0351		5	6	0.6	400000	8000000	-0.0334
1	7	0.6	400000	8000000	-0.0412		2	7	0.6	400000	8000000	-0.0393		3	7	0.6	400000	8000000	-0.0376		4	7	0.6	400000	8000000	-0.0363		5	7	0.6	400000	8000000	-0.0347
1	8	0.6	400000	8000000	-0.0419		2	8	0.6	400000	8000000	-0.0401		3	8	0.6	400000	8000000	-0.0386		4	8	0.6	400000	8000000	-0.0373		5	8	0.6	400000	8000000	-0.0357
1	9	0.6	400000	8000000	-0.0426		2	9	0.6	400000	8000000	-0.0409		3	9	0.6	400000	8000000	-0.0394		4	9	0.6	400000	8000000	-0.0382		5	9	0.6	400000	8000000	-0.0367
1	10	0.6	400000	8000000	-0.0432		2	10	0.6	400000	8000000	-0.0415		3	10	0.6	400000	8000000	-0.0401		4	10	0.6	400000	8000000	-0.0390		5	10	0.6	400000	8000000	-0.0375
1	11	0.6	400000	8000000	-0.0437		2	11	0.6	400000	8000000	-0.0420		3	11	0.6	400000	8000000	-0.0407		4	11	0.6	400000	8000000	-0.0397		5	11	0.6	400000	8000000	-0.0382
1	12	0.6	400000	8000000	-0.0441		2	12	0.6	400000	8000000	-0.0425		3	12	0.6	400000	8000000	-0.0412		4	12	0.6	400000	8000000	-0.0403		5	12	0.6	400000	8000000	-0.0388
1	13	0.6	400000	8000000	-0.0445		2	13	0.6	400000	8000000	-0.0429		3	13	0.6	400000	8000000	-0.0417		4	13	0.6	400000	8000000	-0.0408		5	13	0.6	400000	8000000	-0.0394
1	14	0.6	400000	8000000	-0.0449		2	14	0.6	400000	8000000	-0.0433		3	14	0.6	400000	8000000	-0.0421		4	14	0.6	400000	8000000	-0.0413		5	14	0.6	400000	8000000	-0.0399
1	15	0.6	400000	8000000	-0.0452		2	15	0.6	400000	8000000	-0.0437		3	15	0.6	400000	8000000	-0.0425		4	15	0.6	400000	8000000	-0.0417		5	15	0.6	400000	8000000	-0.0403
1	1	0.6	600000	8000000	-0.0292		2	1	0.6	600000	8000000	-0.0262		3	1	0.6	600000	8000000	-0.0233		4	1	0.6	600000	8000000	-0.0211		5	1	0.6	600000	8000000	-0.0190
1	2	0.6	600000	8000000	-0.0317		2	2	0.6	600000	8000000	-0.0289		3	2	0.6	600000	8000000	-0.0263		4	2	0.6	600000	8000000	-0.0242		5	2	0.6	600000	8000000	-0.0221
1	3	0.6	600000	8000000	-0.0338		2	3	0.6	600000	8000000	-0.0311		3	3	0.6	600000	8000000	-0.0287		4	3	0.6	600000	8000000	-0.0267		5	3	0.6	600000	8000000	-0.0247
1	4	0.6	600000	8000000	-0.0355		2	4	0.6	600000	8000000	-0.0330		3	4	0.6	600000	8000000	-0.0307		4	4	0.6	600000	8000000	-0.0288		5	4	0.6	600000	8000000	-0.0269
1	5	0.6	600000	8000000	-0.0369		2	5	0.6	600000	8000000	-0.0345		3	5	0.6	600000	8000000	-0.0324		4	5	0.6	600000	8000000	-0.0306		5	5	0.6	600000	8000000	-0.0287
1	6	0.6	600000	8000000	-0.0380		2	6	0.6	600000	8000000	-0.0358		3	6	0.6	600000	8000000	-0.0338		4	6	0.6	600000	8000000	-0.0321		5	6	0.6	600000	8000000	-0.0303
1	7	0.6	600000	8000000	-0.0390		2	7	0.6	600000	8000000	-0.0369		3	7	0.6	600000	8000000	-0.0350		4	7	0.6	600000	8000000	-0.0334		5	7	0.6	600000	8000000	-0.0317
1	8	0.6	600000	8000000	-0.0399		2	8	0.6	600000	8000000	-0.0379		3	8	0.6	600000	8000000	-0.0361		4	8	0.6	600000	8000000	-0.0346		5	8	0.6	600000	8000000	-0.0328
1	9	0.6	600000	8000000	-0.0406		2	9	0.6	600000	8000000	-0.0387		3	9	0.6	600000	8000000	-0.0370		4	9	0.6	600000	8000000	-0.0356		5	9	0.6	600000	8000000	-0.0339
1	10	0.6	600000	8000000	-0.0413		2	10	0.6	600000	8000000	-0.0395		3	10	0.6	600000	8000000	-0.0378		4	10	0.6	600000	8000000	-0.0365		5	10	0.6	600000	8000000	-0.0348
1	11	0.6	600000	8000000	-0.0419		2	11	0.6	600000	8000000	-0.0401		3	11	0.6	600000	8000000	-0.0385		4	11	0.6	600000	8000000	-0.0373		5	11	0.6	600000	8000000	-0.0356
1	12	0.6	600000	8000000	-0.0424		2	12	0.6	600000	8000000	-0.0407		3	12	0.6	600000	8000000	-0.0392		4	12	0.6	600000	8000000	-0.0380		5	12	0.6	600000	8000000	-0.0364
1	13	0.6	600000	8000000	-0.0429		2	13	0.6	600000	8000000	-0.0412		3	13	0.6	600000	8000000	-0.0398		4	13	0.6	600000	8000000	-0.0386		5	13	0.6	600000	8000000	-0.0371
1	14	0.6	600000	8000000	-0.0434		2	14	0.6	600000	8000000	-0.0417		3	14	0.6	600000	8000000	-0.0403		4	14	0.6	600000	8000000	-0.0392		5	14	0.6	600000	8000000	-0.0377
1	15	0.6	600000	8000000	-0.0438		2	15	0.6	600000	8000000	-0.0421		3	15	0.6	600000	8000000	-0.0408		4	15	0.6	600000	8000000	-0.0397		5	15	0.6	600000	8000000	-0.0382
1	1	0.6	800000	8000000	-0.0286		2	1	0.6	800000	8000000	-0.0255		3	1	0.6	800000	8000000	-0.0226		4	1	0.6	800000	8000000	-0.0203		5	1	0.6	800000	8000000	-0.0182
1	2	0.6	800000	8000000	-0.0306		2	2	0.6	800000	8000000	-0.0277		3	2	0.6	800000	8000000	-0.0250		4	2	0.6	800000	8000000	-0.0228		5	2	0.6	800000	8000000	-0.0207
1	3	0.6	800000	8000000	-0.0324		2	3	0.6	800000	8000000	-0.0297		3	3	0.6	800000	8000000	-0.0271		4	3	0.6	800000	8000000	-0.0250		5	3	0.6	800000	8000000	-0.0230
1	4	0.6	800000	8000000	-0.0340		2	4	0.6	800000	8000000	-0.0313		3	4	0.6	800000	8000000	-0.0289		4	4	0.6	800000	8000000	-0.0269		5	4	0.6	800000	8000000	-0.0249
1	5	0.6	800000	8000000	-0.0353		2	5	0.6	800000	8000000	-0.0328		3	5	0.6	800000	8000000	-0.0305		4	5	0.6	800000	8000000	-0.0286		5	5	0.6	800000	8000000	-0.0266
1	6	0.6	800000	8000000	-0.0364		2	6	0.6	800000	8000000	-0.0341		3	6	0.6	800000	8000000	-0.0318		4	6	0.6	800000	8000000	-0.0300		5	6	0.6	800000	8000000	-0.0282
1	7	0.6	800000	8000000	-0.0374		2	7	0.6	800000	8000000	-0.0352		3	7	0.6	800000	8000000	-0.0331		4	7	0.6	800000	8000000	-0.0313		5	7	0.6	800000	8000000	-0.0295
1	8	0.6	800000	8000000	-0.0383		2	8	0.6	800000	8000000	-0.0361		3	8	0.6	800000	8000000	-0.0341		4	8	0.6	800000	8000000	-0.0325		5	8	0.6	800000	8000000	-0.0307
